k_per_eff,y_per_eff,c_per_eff,A,k,y,c,ln_y,ln_c,g_y,case,Period
0.5,0.7264543333032297,0.5350396372181643,1.0,0.5,0.7264543333032297,0.5350396372181643,-0.31957965644268777,-0.625414446572279,0.0,no shock with growth,1
0.6465354231660102,0.8105715359407604,0.5969926541109758,1.0167198917082905,0.6573454254269196,0.8241242042435125,0.6069743066383563,-0.1934340271265549,-0.4992688172561462,0.12614562931613285,no shock with growth,2
0.8033907908495738,0.8879811315063705,0.6540054628037156,1.0337193381953178,0.8304805966292343,0.9179232675906948,0.6760580941855795,-0.08564147835770412,-0.3914762684872954,0.10779254876885079,no shock with growth,3
0.9680929064754429,0.9590994466080515,0.7063846912936192,1.0510030135867092,1.0174685621376067,1.0080164087144072,0.7424124393011111,0.00798444800319886,-0.2978503421263925,0.09362592636090299,no shock with growth,4
1.13845952121582,1.0243329179505039,0.7544296835821829,1.068575670158966,1.2165301458320503,1.0945772342648488,0.8061652047216477,0.09036820128816132,-0.21546658884142997,0.08238375328496246,no shock with growth,5
1.3125750087131216,1.0840674259692908,0.7984246438083155,1.086442139646138,1.4260368009123319,1.1777765337907575,0.8674421783653118,0.16362836756584972,-0.14220642256374158,0.0732601662776884,no shock with growth,6
1.4887651619764202,1.1386648162562845,0.8386360742493509,1.1046073345683447,1.6445009173689835,1.2577775076516085,0.926363558649436,0.22934628067417218,-0.07648850945541914,0.06571791310832245,no shock with growth,7
1.6655729991744201,1.1884625394912751,0.8753125101276933,1.1230762495825108,1.8705654773187022,1.3347340516211679,0.9830426910868634,0.28873205973802507,-0.01710273039156627,0.059385779063852895,no shock with growth,8
1.8417362926759118,1.233774623255594,0.9086852353596051,1.1418539628556834,2.1029938843271245,1.4087904428351778,1.0375858369838145,0.34273149427223315,0.03689670414264191,0.05399943453420808,no shock with growth,9
2.016167029508236,1.2748931643716506,0.9389693816756434,1.1609456374613127,2.3406603173009204,1.480081657406516,1.0900924073660845,0.39209726017732044,0.08626247004772915,0.04936576590508729,no shock with growth,10
2.1879327902508114,1.3120899679569755,0.9663651357975483,1.1803565227988781,2.582540740418095,1.5487339521769872,1.1406553914440598,0.437437792117047,0.13160300198745573,0.045340531939726536,no shock with growth,11
2.3562399396564713,1.3456181629402975,0.9910589292792213,1.2000919560372496,2.8277045980754254,1.614865533242272,1.189361848986883,0.47925169205792195,0.17341690192833067,0.04181389994087498,no shock with growth,12
2.52041848716573,1.3757137207712344,1.0132245570490008,1.220157363582183,3.075307176423931,1.6785872265800648,1.236293404245634,0.517952503070179,0.21211771294058776,0.038700811012257086,no shock with growth,13
2.6799084675549896,1.4025968507119044,1.033024205053497,1.2405582625683502,3.324582592352228,1.740003112203,1.2815267130122174,0.5538869018472519,0.24805211171766056,0.03593439877707283,no shock with growth,14
2.834247696449395,1.4264732673380711,1.0506093837826898,1.261300262376318,3.5748373631710972,1.7992111063663128,1.3251338914201285,0.5873482945909554,0.2815135044613641,0.03346139274370352,no shock with growth,15
2.9830607652180032,1.4475353360589118,1.0661217719547331,1.2823890661748885,3.8254445090508633,1.8563034878637412,1.3671829035657477,0.618587138164498,0.31275234803490665,0.031238843573542563,no shock with growth,16
3.126049151401139,1.465963106650743,1.0796939777221086,1.3038304724892282,4.075838142095898,1.9113673699962153,1.407737909117191,0.6478188864455761,0.3419840963159847,0.029231748281078107,no shock with growth,17
3.2629823326401906,1.481925246028056,1.091450225665224,1.3256303767952173,4.325508499093953,1.9644851222745172,1.446859573901816,0.6752301866990856,0.3693953965694944,0.027411300253509574,no shock with growth,18
3.3936898033250706,1.4955798812873478,1.101506977701182,1.3477947731404536,4.573997378581584,2.0157347468131075,1.4846053471233913,0.7009837675510692,0.39514897742147786,0.025753580851983537,no shock with growth,19
3.5180539035286325,1.5070753632427087,1.109973495434069,1.370329755792362,4.820893946486756,2.0651902144730663,1.521029708934162,0.7252223357170829,0.4193875455874917,0.024238568166013774,no shock with growth,20
3.636003379168045,1.5165509596262516,1.1169523507028147,1.3932415209138584,5.065830878040016,2.1129217655330503,1.556184391881499,0.7480717126446566,0.4422369225150653,0.022849376927573606,no shock with growth,21
3.747507600736103,1.524137486048948,1.1225398902890797,1.416536368267032,5.3084808067998175,2.158996179227421,1.5901185794249655,0.769643381835607,0.4638085917060156,0.021571669190950438,no shock with growth,22
3.8525713754452733,1.5299578818010258,1.126826659999018,1.4402207029453118,5.548553054490778,2.2034770160041934,1.6228790843613037,0.7900365745689417,0.48420178443935047,0.02039319273333473,no shock with growth,23
3.9512302943071944,1.5341277366537869,1.129897792657184,1.4643010371345955,5.785790617911657,2.2464248358790897,1.6545105096440047,0.8093399906460963,0.5035052005165049,0.019303416077154578,no shock with growth,24
4.04354656161683,1.5367557740170197,1.1318333639559692,1.4887839919038233,6.019967391452883,2.2878973958223083,1.6850553937603008,0.8276332280287507,0.5217984378991594,0.018293237382654426,no shock with growth,25
4.129605259606507,1.5379442951048423,1.1327087195874281,1.5136762990254917,6.250885605797382,2.3279498287216662,1.7145543425390017,0.8449879784005625,0.5391531882709713,0.017354750371811778,no shock with growth,26
4.20951100575614,1.5377895881586974,1.1325947766394053,1.5389848028266038,6.478373465190031,2.3666348061212172,1.7430461490088367,0.8614690330862412,0.5556342429566499,0.01648105468567873,no shock with growth,27
4.2833849644599695,1.5363823062579833,1.1315583018561965,1.5647164620705694,6.7022829672760755,2.4040026866358137,1.7705679027070091,0.8771351342413107,0.5713003441117196,0.0156661011550695,no shock with growth,28
4.351362178516864,1.5338078168050189,1.1296621690371207,1.5908783518705687,6.922487890950837,2.4401016516849636,1.7971550896483062,0.8920396989639593,0.586204908834368,0.014904564722648561,no shock with growth,29
4.413589189282967,1.5301465253910536,1.1269655975665223,1.6174776656349081,7.13888193895288,2.474977829968887,1.8228416840027477,0.9062314383922057,0.6003966482626144,0.014191739428246364,no shock with growth,30
4.4702219173481685,1.5254741764243285,1.123524373828829,1.6445217170449022,7.3513770230891655,2.508675411920995,1.8476602323907845,0.9197548895139325,0.6139200993843412,0.013523451121726815,no shock with growth,31
4.521423778311323,1.5198621326215336,1.119391057056326,1.672017942065825,7.5599016810195865,2.5412367552096327,1.8716419315862065,0.9326508740273617,0.6268160838977704,0.012895984513429215,no shock with growth,32
4.56736401066823,1.513377635223329,1.114615170980044,1.6999739009914843,7.764399614463782,2.57270248222387,1.8948167003152356,0.9449568959196812,0.6391221057900899,0.012306021892319552,no shock with growth,33
4.608216195021614,1.5060840465868945,1.1092433825011836,1.728397280522982,7.964828339537321,2.6031115703598364,1.9172132457531597,0.9567074873143215,0.6508726971847303,0.011750591394640297,no shock with growth,34
4.64415694580034,1.4980410766287482,1.103319668468127,1.75729589588223,8.16115794068789,2.6325014358226966,1.9388591252451823,0.9679345104475718,0.6620997203179806,0.011227023133250302,no shock with growth,35
4.675364758459143,1.48930499443502,1.096885471529158,1.7866776929608041,8.353369920394028,2.660908011572165,1.95978080371394,0.9786674222782086,0.6728326321486173,0.010732911830636738,no shock with growth,36
4.70201899674096,1.479928826220503,1.0899798459309447,1.816550750504727,8.541456137417274,2.6883658199644342,1.9800037071608843,0.9889335071377593,0.683098717008168,0.010266084859550717,no shock with growth,37
4.724299006039478,1.4699625406990822,1.0826395940453968,1.8469232823357797,8.725417826970094,2.714908040578591,1.9995522726210002,0.9987580819388207,0.6929232918092294,0.009824574801061359,no shock with growth,38
